wavelength_nm,frequency_normalized,reflection,transmission,residual
492.0,1.2865853658536586,0.03338869437945917,0.9666113029531088,2.6674320530162277e-09
493.0,1.283975659229209,0.03204018800600676,0.9679598093406961,2.65329713755591e-09
494.0,1.2813765182186234,0.030505031075351536,0.9694949662849162,2.6397323216187374e-09
495.0,1.2787878787878788,0.02883802605212949,0.9711619713211738,2.6266967489974036e-09
496.0,1.276209677419355,0.02709290067574771,0.9729070967100614,2.614190974803421e-09
497.0,1.2736418511066396,0.025320739648317957,0.9746792577495037,2.6021783616769767e-09
498.0,1.2710843373493976,0.02356865078834003,0.9764313466210093,2.5906506939676888e-09
499.0,1.2685370741482966,0.02187868493731959,0.9781213124831202,2.5795602320854982e-09
500.0,1.2659999999999998,0.020287023589498916,0.9797129738416198,2.5688812188562338e-09
501.0,1.2634730538922154,0.018823441100480218,0.9811765563408946,2.5586252005993515e-09
502.0,1.2609561752988048,0.01751103944724438,0.9824889580039833,2.5487723043227106e-09
503.0,1.2584493041749503,0.01636624336046763,0.9836337541002127,2.539319643446447e-09
504.0,1.255952380952381,0.015399033067828895,0.9846009644019363,2.530234799458242e-09
505.0,1.2534653465346535,0.014613381886420175,0.9853866155920137,2.5215661780819687e-09
506.0,1.2509881422924902,0.014007857500911037,0.9859921399857529,2.5133360948004224e-09
507.0,1.2485207100591715,0.013576339833027461,0.9864236576614454,2.505527230134419e-09
508.0,1.2460629921259843,0.01330880555891572,0.9866911919428981,2.4981862134509925e-09
509.0,1.243614931237721,0.013192129851321274,0.9868078676573699,2.4913088259026495e-09
510.0,1.2411764705882353,0.013210859765949724,0.9867891377491059,2.4849443613916833e-09
511.0,1.2387475538160468,0.013347920508616029,0.9866520770122553,2.4791286801217893e-09
512.0,1.236328125,0.013585225029979156,0.9864147724961534,2.473867444230393e-09
513.0,1.2339181286549707,0.013904168264725684,0.9860958292660571,2.4692171640694482e-09
514.0,1.2315175097276263,0.014285999053416197,0.9857139984813756,2.465208148727527e-09
515.0,1.229126213592233,0.014712074539478821,0.9852879229986482,2.4618729277392504e-09
516.0,1.2267441860465116,0.015164012833152538,0.9848359847076015,2.4592460290406848e-09
517.0,1.2243713733075436,0.015623769245647918,0.9843762282969765,2.4573756363110988e-09
518.0,1.222007722007722,0.016073668746357524,0.9839263287973534,2.456289061036898e-09
519.0,1.2196531791907514,0.016496431878180264,0.9835035656658182,2.4560015132735202e-09
520.0,1.2173076923076924,0.01687523265350569,0.9831247648899167,2.4565776080009982e-09
521.0,1.2149712092130518,0.017193824536089617,0.9828061730059217,2.457988701465297e-09
522.0,1.2126436781609196,0.017436764255177494,0.9825632332845092,2.460313286434257e-09
523.0,1.2103250478011471,0.01758975293168025,0.9824102446048082,2.4635115059012946e-09
524.0,1.2080152671755726,0.01764010021694039,0.9823598973154766,2.4675830267995025e-09
525.0,1.2057142857142855,0.01757730071784498,0.9824226968096218,2.4725331781993987e-09
526.0,1.203422053231939,0.01739369428458618,0.9826063032371195,2.4782943475187835e-09
527.0,1.2011385199240987,0.01708516463965288,0.9829148328755328,2.4848142432531972e-09
528.0,1.1988636363636362,0.01665181654892931,0.9833481809590633,2.4920073782297436e-09
529.0,1.1965973534971643,0.016098562582351015,0.9839014349178672,2.4997818259819837e-09
530.0,1.1943396226415095,0.015435548493544275,0.9845644489984579,2.5079979204534197e-09
531.0,1.1920903954802258,0.014678352653333162,0.9853216448301043,2.5165625139322856e-09
532.0,1.1898496240601504,0.013847909985024576,0.9861520874896943,2.525281095344667e-09
533.0,1.1876172607879925,0.012970133315891953,0.9870298641501246,2.5339834675008888e-09
534.0,1.1853932584269664,0.012075232514358691,0.9879247649430994,2.5425418437308167e-09
535.0,1.183177570093458,0.011196760759251896,0.9888032366900102,2.550737843165507e-09
536.0,1.1809701492537312,0.010370443888641213,0.9896295535529309,2.5584279139678756e-09
537.0,1.1787709497206704,0.009632869376338617,0.9903671280582134,2.565447965174883e-09
538.0,1.1765799256505576,0.009020123406407574,0.9909798740219081,2.5716843099488074e-09
539.0,1.1743970315398886,0.00856646650350085,0.9914335309195317,2.5769674172337886e-09
540.0,1.1722222222222223,0.008303130556736229,0.99169686686205,2.5812136872360725e-09
541.0,1.1700554528650648,0.008257304583256521,0.9917426928323987,2.5843447382101203e-09
542.0,1.1678966789667895,0.00845135591729017,0.9915486414963922,2.5863176045248792e-09
543.0,1.1657458563535912,0.008902310771073346,0.9910976866418453,2.587081326943519e-09
544.0,1.1636029411764706,0.009621596206123153,0.9903784012072195,2.5866573327704145e-09
545.0,1.1614678899082567,0.010615026775460643,0.9893849706394476,2.585091696261088e-09
546.0,1.1593406593406592,0.011883004900485888,0.9881169925171636,2.5823505556132886e-09
547.0,1.1572212065813527,0.013420895000547111,0.9865791024208794,2.5785734658612114e-09
548.0,1.155109489051095,0.015219527312514004,0.9847804701137629,2.573723123511229e-09
549.0,1.1530054644808743,0.017265787496682682,0.9827342099353198,2.567997481328632e-09
550.0,1.1509090909090909,0.019543251499840708,0.9804567459387485,2.561410750168136e-09
551.0,1.148820326678766,0.02203283063295692,0.9779671668129742,2.55406884530629e-09
552.0,1.1467391304347825,0.024713398393559537,0.9752865990603596,2.546080790644112e-09
553.0,1.1446654611211573,0.027562377377592887,0.9724376200848377,2.5375693768481256e-09
554.0,1.1425992779783394,0.0305562710534107,0.9694437264179419,2.528647402577633e-09
555.0,1.1405405405405404,0.033671130803979724,0.9663288666766502,2.5193700459169577e-09
556.0,1.1384892086330936,0.03688295325626687,0.9631170442338434,2.509889740487381e-09
557.0,1.1364452423698383,0.04016800643089277,0.9598319910688581,2.5002491188530485e-09
558.0,1.1344086021505377,0.043503085677224655,0.9564969118321445,2.4906309237238133e-09
559.0,1.1323792486583184,0.046865701780803,0.9531342957381156,2.4810814513998025e-09
560.0,1.1303571428571428,0.05023420413946651,0.9497657933888214,2.471712057250386e-09
561.0,1.1283422459893049,0.05358784158827657,0.9464121559490732,2.4626501948787904e-09
562.0,1.1263345195729535,0.05690676238673181,0.9430932351592937,2.4539744680751596e-09
563.0,1.1243339253996447,0.06017195310788019,0.939828044446335,2.4457847969117097e-09
564.0,1.122340425531915,0.06336511371657717,0.9366348838451964,2.4382263985600616e-09
565.0,1.120353982300885,0.06646846303508278,0.933531534533503,2.431414181103264e-09
566.0,1.1183745583038869,0.06946446519676444,0.9305355323777291,2.4255064623446287e-09
567.0,1.1164021164021163,0.07233546395189688,0.9276645336274892,2.420613820497408e-09
568.0,1.11443661971831,0.07506320873296554,0.9249367888500925,2.4169419798880654e-09
569.0,1.1124780316344463,0.07762825625477866,0.9223717413305574,2.414663913263837e-09
570.0,1.1105263157894736,0.08000923834191528,0.9199907592440723,2.414012434392987e-09
571.0,1.1085814360770578,0.08218200877567282,0.9178179888091237,2.415203481653805e-09
572.0,1.1066433566433567,0.08411873379780425,0.9158812637836543,2.418541478199643e-09
573.0,1.1047120418848166,0.08578709606675171,0.914212901509009,2.4242392537843216e-09
574.0,1.102787456445993,0.08714997231250345,0.912850025254974,2.4325225167487474e-09
575.0,1.1008695652173914,0.0881662479499669,0.9118337496064701,2.44356301859483e-09
576.0,1.0989583333333333,0.0887938243430563,0.91120617319969,2.457253733822995e-09
577.0,1.0970537261698439,0.08899617728121913,0.9110038202455477,2.473233173816425e-09
578.0,1.0951557093425606,0.08875354730873024,0.911246450200572,2.4906977591498958e-09
579.0,1.0932642487046633,0.08807814711956057,0.9119218503722418,2.50819764957555e-09
580.0,1.0913793103448275,0.08702905236784533,0.9129709451082759,2.523878772642263e-09
581.0,1.089500860585198,0.08571794544900085,0.9142820520154805,2.535518572877038e-09
582.0,1.0876288659793816,0.08429612600984013,0.9157038714489457,2.5412141280156675e-09
583.0,1.085763293310463,0.08292121407249985,0.9170787833875881,2.539912058452387e-09
584.0,1.0839041095890412,0.08171622507863033,0.9182837723896798,2.5316898577543157e-09
585.0,1.082051282051282,0.0807414903385827,0.9192585071436595,2.517757780040597e-09
586.0,1.0802047781569966,0.07999179199255635,0.9200082055075166,2.4999270431536047e-09
587.0,1.078364565587734,0.07941454129459545,0.9205854562252875,2.4801170006583106e-09
588.0,1.0765306122448979,0.07893515861269954,0.9210648389273399,2.4599605685793335e-09
589.0,1.0747028862478778,0.07847794603283448,0.921522051526535,2.4406305865198874e-09
590.0,1.0728813559322032,0.07797808789537464,0.9220219096817434,2.4228820061367173e-09
591.0,1.0710659898477157,0.07738593713599483,0.9226140604569136,2.4070915261020787e-09
592.0,1.0692567567567568,0.07666661287645421,0.9233333847301325,2.393413356394092e-09
593.0,1.0674536256323777,0.07579754384364673,0.9242024537745049,2.3818483851911765e-09
594.0,1.0656565656565655,0.07476556697111521,0.9252344306565781,2.372306684428338e-09
595.0,1.0638655462184874,0.07356433447859236,0.9264356631567426,2.364665019349843e-09
596.0,1.0620805369127517,0.07219226995806431,0.927807727683135,2.3588007103114705e-09
597.0,1.0603015075376883,0.07065106905407567,0.9293489285913508,2.3545735361452103e-09
598.0,1.0585284280936456,0.06894465099491788,0.9310553466532105,2.35187158637018e-09
599.0,1.0567612687813022,0.0670784524508746,0.9329215451985494,2.3505759561004425e-09
600.0,1.055,0.06505896945052109,0.9349410281988584,2.3506205870660324e-09
601.0,1.0532445923460898,0.06289347468844339,0.9371065229596438,2.3519127756443936e-09
602.0,1.0514950166112957,0.06058985776022824,0.9394101398853808,2.354391015479962e-09
603.0,1.0497512437810945,0.05815655202671297,0.9418434456152439,2.3580430941194663e-09
604.0,1.0480132450331126,0.05560252381254454,0.9443974738246929,2.362762652197148e-09
605.0,1.0462809917355371,0.05293730818384831,0.9470626894475737,2.3685780004001344e-09
606.0,1.0445544554455446,0.05017108144342561,0.9498289161811113,2.3754630484873474e-09
607.0,1.042833607907743,0.047314764407365255,0.952685233209262,2.383372721403987e-09
608.0,1.0411184210526316,0.04438015296830958,0.9556198446393994,2.3922910319384982e-09
609.0,1.0394088669950738,0.04138007369181429,0.958619923905948,2.40223774206072e-09
610.0,1.0377049180327869,0.03832856234864873,0.9616714352381901,2.413161226400007e-09
611.0,1.0360065466448445,0.0352410623202104,0.9647589352547324,2.425057155086563e-09
612.0,1.034313725490196,0.03213463755860014,0.9678653600034944,2.4379054330836425e-09
613.0,1.0326264274061991,0.02902819096132147,0.9709718065870437,2.4516347840730646e-09
614.0,1.0309446254071661,0.025942673289187437,0.9740573242445981,2.466214454877047e-09
615.0,1.0292682926829269,0.022901259789339226,0.9770987377291189,2.4815418608881146e-09
616.0,1.0275974025974026,0.019929461315331257,0.9800705361871574,2.497511308874323e-09
617.0,1.025931928687196,0.01705512422261831,0.9829448732634003,2.5139813564223346e-09
618.0,1.0242718446601942,0.01430825970885174,0.9856917377604099,2.530738396622212e-09
619.0,1.0226171243941842,0.011720630927736715,0.9882793665247195,2.547543842545963e-09
620.0,1.020967741935484,0.009325019328867536,0.9906749781070529,2.5640796152970324e-09
621.0,1.0193236714975844,0.007154096612347503,0.992845900807674,2.579978564121177e-09
622.0,1.017684887459807,0.005238853580105805,0.9947611438250767,2.5948174720014094e-09
623.0,1.0160513643659712,0.0036065902501221103,0.9963934071417424,2.608135485360208e-09
624.0,1.0144230769230769,0.002278557616888664,0.9977214397637121,2.6193992530565424e-09
625.0,1.0128,0.0012674561726482673,0.9987325411992651,2.628086637201932e-09
